dataset,group_key,group_volume,n_records,rate,baseline_mean,baseline_std,z_score,ratio_to_baseline,anomaly_score,is_outlier
allarmi_raw,lhr|lin,13131.0,101,130.009900990099,135.37113402061857,1013.732843253788,1.5882612599925436,96.99999999999999,97.58826125999254,True
allarmi_raw,lgw|mxp,103254.0,86,1200.6279069767445,1214.7529411764706,10842.38062607176,13.521255109900121,85.0,97.52125510990012,True
