dataset,group_key,group_volume,n_records,rate,baseline_mean,baseline_std
allarmi_raw,rak|bgy,772.0,22,35.09090909090909,36.76190476190476,65.06912075777939
allarmi_raw,rak|blq,569.0,8,71.125,71.125,75.06080868202794
allarmi_raw,rak|cia,51.0,10,5.1,5.666666666666667,8.845903006477066
allarmi_raw,rak|fco,532.0,8,66.5,66.5,84.83934397267747
allarmi_raw,rak|mxp,849.0,21,40.42857142857143,40.42857142857143,72.81041919160432
allarmi_raw,rak|nap,494.0,11,44.90909090909091,44.90909090909091,70.48894175039733
allarmi_raw,rak|psa,236.0,5,47.2,47.2,85.38559597496524
allarmi_raw,rak|trn,229.0,9,25.444444444444443,28.625,57.975210219541246
allarmi_raw,rak|tsf,333.0,11,30.272727272727273,30.272727272727273,58.00015673960012
allarmi_raw,rba|cia,584.0,4,146.0,146.0,75.46743226937917
allarmi_raw,rmf|bgy,1.0,1,1.0,1.0,
allarmi_raw,rmf|fco,185.0,2,92.5,92.5,129.4005409571382
allarmi_raw,rmf|mxp,326.0,6,54.333333333333336,54.333333333333336,77.18980934467106
allarmi_raw,rmf|nap,3.0,3,1.0,1.0,0.0
allarmi_raw,rmf|vrn,15.0,3,5.0,5.0,6.928203230275509
allarmi_raw,rmo|bgy,117.0,4,29.25,29.25,52.576135270672
allarmi_raw,rmo|blq,410.0,8,51.25,58.57142857142857,64.82503925402371
allarmi_raw,rmo|fco,196.0,8,24.5,28.0,44.11726797222753
allarmi_raw,rmo|lin,2.0,1,2.0,2.0,
allarmi_raw,rmo|mxp,26.0,5,5.2,5.2,6.016643582596529
allarmi_raw,rmo|pmf,154.0,5,30.8,38.5,65.75459426280925
allarmi_raw,rmo|vce,368.0,9,40.888888888888886,46.0,71.42828571371429
allarmi_raw,rmo|vrn,14.0,3,4.666666666666667,4.666666666666667,5.507570547286102
allarmi_raw,ruh|cia,,1,,,
allarmi_raw,ruh|fco,730.0,17,42.94117647058823,42.94117647058823,67.53283515097979
allarmi_raw,ruh|lin,0.0,1,0.0,0.0,
